chr	bin	arm	pos	value	disease	change
chr9	chr7:50000000-55000000	9q	117500000	0.027272727272727282	Prostate	Gain
chr9	chr7:40000000-45000000	9q	122500000	-0.22580645161290328	Bladder	Loss
chr9	chr7:40000000-45000000	9q	122500000	0.021505376344086037	Bladder	Gain
chr9	chr7:40000000-45000000	9q	122500000	-0.12643678160919544	RCC	Loss
chr9	chr7:40000000-45000000	9q	122500000	0.011494252873563229	RCC	Gain
chr9	chr7:40000000-45000000	9q	122500000	-0	Prostate	Loss
chr9	chr7:40000000-45000000	9q	122500000	0.027272727272727282	Prostate	Gain
chr9	chr7:35000000-40000000	9q	127500000	-0.2365591397849463	Bladder	Loss
chr9	chr7:35000000-40000000	9q	127500000	0.010752688172043017	Bladder	Gain
chr9	chr7:35000000-40000000	9q	127500000	-0.1379310344827586	RCC	Loss
chr9	chr7:35000000-40000000	9q	127500000	0.011494252873563229	RCC	Gain
chr9	chr7:35000000-40000000	9q	127500000	-0	Prostate	Loss
chr9	chr7:35000000-40000000	9q	127500000	0.027272727272727282	Prostate	Gain
chr10	chr7:30000000-35000000	10p	7500000	-0	Bladder	Loss
chr10	chr7:30000000-35000000	10p	7500000	0.23655913978494633	Bladder	Gain
chr10	chr7:30000000-35000000	10p	7500000	-0.03448275862068965	RCC	Loss
chr10	chr7:30000000-35000000	10p	7500000	0.034482758620689655	RCC	Gain
chr10	chr7:30000000-35000000	10p	7500000	-0.036363636363636355	Prostate	Loss
chr10	chr7:30000000-35000000	10p	7500000	0.0090909090909091	Prostate	Gain
chr10	chr7:25000000-30000000	10p	12500000	-0.010752688172043019	Bladder	Loss
chr10	chr7:25000000-30000000	10p	12500000	0.18279569892473121	Bladder	Gain
chr10	chr7:25000000-30000000	10p	12500000	-0.03448275862068965	RCC	Loss
chr10	chr7:25000000-30000000	10p	12500000	0.034482758620689655	RCC	Gain
chr10	chr7:25000000-30000000	10p	12500000	-0.036363636363636355	Prostate	Loss
chr10	chr7:25000000-30000000	10p	12500000	0.0090909090909091	Prostate	Gain
chr10	chr7:20000000-25000000	10p	17500000	-0.03225806451612905	Bladder	Loss
chr10	chr7:20000000-25000000	10p	17500000	0.15053763440860216	Bladder	Gain
chr10	chr7:20000000-25000000	10p	17500000	-0.03448275862068965	RCC	Loss
chr10	chr7:20000000-25000000	10p	17500000	0.022988505747126457	RCC	Gain
chr10	chr7:20000000-25000000	10p	17500000	-0.027272727272727285	Prostate	Loss
chr10	chr7:20000000-25000000	10p	17500000	0.0090909090909091	Prostate	Gain
chr10	chr7:15000000-20000000	10p	22500000	-0.04301075268817207	Bladder	Loss
chr10	chr7:15000000-20000000	10p	22500000	0.12903225806451618	Bladder	Gain
chr10	chr7:15000000-20000000	10p	22500000	-0.03448275862068965	RCC	Loss
chr10	chr7:15000000-20000000	10p	22500000	0.022988505747126457	RCC	Gain
chr10	chr7:15000000-20000000	10p	22500000	-0.018181818181818177	Prostate	Loss
chr10	chr7:15000000-20000000	10p	22500000	0.0090909090909091	Prostate	Gain
chr10	chr7:10000000-15000000	10p	27500000	-0.04301075268817207	Bladder	Loss
chr10	chr7:10000000-15000000	10p	27500000	0.12903225806451618	Bladder	Gain
chr10	chr7:10000000-15000000	10p	27500000	-0.03448275862068965	RCC	Loss
chr10	chr7:10000000-15000000	10p	27500000	0.022988505747126457	RCC	Gain
chr10	chr7:10000000-15000000	10p	27500000	-0.018181818181818177	Prostate	Loss
chr10	chr7:10000000-15000000	10p	27500000	0.018181818181818177	Prostate	Gain
chr10	chr7:5000000-10000000	10p	32500000	-0.05376344086021509	Bladder	Loss
chr10	chr7:5000000-10000000	10p	32500000	0.10752688172043012	Bladder	Gain
chr10	chr7:5000000-10000000	10p	32500000	-0.03448275862068965	RCC	Loss
chr10	chr7:5000000-10000000	10p	32500000	0.022988505747126457	RCC	Gain
chr10	chr7:5000000-10000000	10p	32500000	-0.018181818181818177	Prostate	Loss
chr10	chr7:5000000-10000000	10p	32500000	0.018181818181818177	Prostate	Gain
chr10	chr6:165000000-170000000	10q	47500000	-0.05376344086021507	Bladder	Loss
chr10	chr6:165000000-170000000	10q	47500000	0.02150537634408603	Bladder	Gain
chr10	chr6:165000000-170000000	10q	47500000	-0.03448275862068965	RCC	Loss
chr10	chr6:165000000-170000000	10q	47500000	0.011494252873563229	RCC	Gain
chr10	chr6:165000000-170000000	10q	47500000	-0.009090909090909101	Prostate	Loss
chr10	chr6:165000000-170000000	10q	47500000	0.018181818181818177	Prostate	Gain
chr10	chr6:150000000-155000000	10q	52500000	-0.06451612903225809	Bladder	Loss
chr10	chr6:150000000-155000000	10q	52500000	0.05376344086021508	Bladder	Gain
chr10	chr6:150000000-155000000	10q	52500000	-0.05747126436781606	RCC	Loss
chr10	chr6:150000000-155000000	10q	52500000	0.011494252873563229	RCC	Gain
chr10	chr6:150000000-155000000	10q	52500000	-0.009090909090909101	Prostate	Loss
chr10	chr6:150000000-155000000	10q	52500000	0.018181818181818177	Prostate	Gain
chr10	chr6:145000000-150000000	10q	57500000	-0.11827956989247318	Bladder	Loss
chr10	chr6:145000000-150000000	10q	57500000	0.04301075268817206	Bladder	Gain
chr10	chr6:145000000-150000000	10q	57500000	-0.04597701149425291	RCC	Loss
chr10	chr6:145000000-150000000	10q	57500000	0.011494252873563229	RCC	Gain
chr10	chr6:145000000-150000000	10q	57500000	-0.009090909090909101	Prostate	Loss
chr10	chr6:145000000-150000000	10q	57500000	0.018181818181818177	Prostate	Gain
chr10	chr6:135000000-140000000	10q	62500000	-0.1290322580645162	Bladder	Loss
chr10	chr6:135000000-140000000	10q	62500000	0.04301075268817206	Bladder	Gain
chr10	chr6:135000000-140000000	10q	62500000	-0.04597701149425291	RCC	Loss
chr10	chr6:135000000-140000000	10q	62500000	0.011494252873563229	RCC	Gain
chr10	chr6:135000000-140000000	10q	62500000	-0.009090909090909101	Prostate	Loss
chr10	chr6:135000000-140000000	10q	62500000	0.018181818181818177	Prostate	Gain
chr10	chr6:130000000-135000000	10q	67500000	-0.1182795698924732	Bladder	Loss
chr10	chr6:130000000-135000000	10q	67500000	0.010752688172043017	Bladder	Gain
chr10	chr6:130000000-135000000	10q	67500000	-0.05747126436781606	RCC	Loss
chr10	chr6:130000000-135000000	10q	67500000	0	RCC	Gain
chr10	chr6:130000000-135000000	10q	67500000	-0.018181818181818195	Prostate	Loss
chr10	chr6:130000000-135000000	10q	67500000	0.018181818181818177	Prostate	Gain
chr10	chr6:125000000-130000000	10q	72500000	-0.12903225806451615	Bladder	Loss
chr10	chr6:125000000-130000000	10q	72500000	0.010752688172043017	Bladder	Gain
chr10	chr6:125000000-130000000	10q	72500000	-0.05747126436781606	RCC	Loss
chr10	chr6:125000000-130000000	10q	72500000	0	RCC	Gain
chr10	chr6:125000000-130000000	10q	72500000	-0.018181818181818195	Prostate	Loss
chr10	chr6:125000000-130000000	10q	72500000	0	Prostate	Gain
chr10	chr6:120000000-125000000	10q	77500000	-0.15053763440860218	Bladder	Loss
chr10	chr6:120000000-125000000	10q	77500000	0.02150537634408603	Bladder	Gain
chr10	chr6:120000000-125000000	10q	77500000	-0.06896551724137925	RCC	Loss
chr10	chr6:120000000-125000000	10q	77500000	0	RCC	Gain
chr10	chr6:120000000-125000000	10q	77500000	-0.036363636363636355	Prostate	Loss
chr10	chr6:120000000-125000000	10q	77500000	0	Prostate	Gain
chr10	chr6:110000000-115000000	10q	82500000	-0.17204301075268816	Bladder	Loss
chr10	chr6:110000000-115000000	10q	82500000	0	Bladder	Gain
chr10	chr6:110000000-115000000	10q	82500000	-0.06896551724137925	RCC	Loss
chr10	chr6:110000000-115000000	10q	82500000	0	RCC	Gain
chr10	chr6:110000000-115000000	10q	82500000	-0.04545454545454546	Prostate	Loss
chr10	chr6:110000000-115000000	10q	82500000	0.0090909090909091	Prostate	Gain
chr10	chr6:105000000-110000000	10q	87500000	-0.1827956989247312	Bladder	Loss
chr10	chr6:105000000-110000000	10q	87500000	0	Bladder	Gain
chr10	chr6:105000000-110000000	10q	87500000	-0.06896551724137925	RCC	Loss
chr10	chr6:105000000-110000000	10q	87500000	0	RCC	Gain
chr10	chr6:105000000-110000000	10q	87500000	-0.0727272727272727	Prostate	Loss
chr10	chr6:105000000-110000000	10q	87500000	0	Prostate	Gain
chr10	chr6:95000000-100000000	10q	92500000	-0.1827956989247312	Bladder	Loss
chr10	chr6:95000000-100000000	10q	92500000	0	Bladder	Gain
chr10	chr6:95000000-100000000	10q	92500000	-0.06896551724137925	RCC	Loss
chr10	chr6:95000000-100000000	10q	92500000	0	RCC	Gain
chr10	chr6:95000000-100000000	10q	92500000	-0.06363636363636364	Prostate	Loss
chr10	chr6:95000000-100000000	10q	92500000	0.0090909090909091	Prostate	Gain
chr10	chr6:90000000-95000000	10q	97500000	-0.2043010752688172	Bladder	Loss
chr10	chr6:90000000-95000000	10q	97500000	0	Bladder	Gain
chr10	chr6:90000000-95000000	10q	97500000	-0.06896551724137925	RCC	Loss
chr10	chr6:90000000-95000000	10q	97500000	0	RCC	Gain
chr10	chr6:90000000-95000000	10q	97500000	-0.05454545454545457	Prostate	Loss
chr10	chr6:90000000-95000000	10q	97500000	0.01818181818181819	Prostate	Gain
chr10	chr6:85000000-90000000	10q	102500000	-0.19354838709677416	Bladder	Loss
chr10	chr6:85000000-90000000	10q	102500000	0	Bladder	Gain
chr10	chr6:85000000-90000000	10q	102500000	-0.06896551724137925	RCC	Loss
chr10	chr6:85000000-90000000	10q	102500000	0	RCC	Gain
chr10	chr6:85000000-90000000	10q	102500000	-0.03636363636363639	Prostate	Loss
chr10	chr6:85000000-90000000	10q	102500000	0.0090909090909091	Prostate	Gain
chr10	chr6:80000000-85000000	10q	107500000	-0.21505376344086025	Bladder	Loss
chr10	chr6:80000000-85000000	10q	107500000	0	Bladder	Gain
chr10	chr6:80000000-85000000	10q	107500000	-0.06896551724137925	RCC	Loss
chr10	chr6:80000000-85000000	10q	107500000	0	RCC	Gain
chr10	chr6:80000000-85000000	10q	107500000	-0.027272727272727254	Prostate	Loss
chr10	chr6:80000000-85000000	10q	107500000	0	Prostate	Gain
chr10	chr6:75000000-80000000	10q	112500000	-0.1935483870967742	Bladder	Loss
chr10	chr6:75000000-80000000	10q	112500000	0.010752688172043017	Bladder	Gain
chr10	chr6:75000000-80000000	10q	112500000	-0.06896551724137925	RCC	Loss
chr10	chr6:75000000-80000000	10q	112500000	0	RCC	Gain
chr10	chr6:75000000-80000000	10q	112500000	-0.027272727272727254	Prostate	Loss
chr10	chr6:75000000-80000000	10q	112500000	0	Prostate	Gain
chr10	chr6:70000000-75000000	10q	117500000	-0.1827956989247312	Bladder	Loss
chr10	chr6:70000000-75000000	10q	117500000	0.010752688172043017	Bladder	Gain
chr10	chr6:70000000-75000000	10q	117500000	-0.06896551724137925	RCC	Loss
chr10	chr6:70000000-75000000	10q	117500000	0	RCC	Gain
chr10	chr6:70000000-75000000	10q	117500000	-0.027272727272727254	Prostate	Loss
chr10	chr6:70000000-75000000	10q	117500000	0	Prostate	Gain
chr10	chr6:65000000-70000000	10q	122500000	-0.17204301075268816	Bladder	Loss
chr10	chr6:65000000-70000000	10q	122500000	0.010752688172043017	Bladder	Gain
chr10	chr6:65000000-70000000	10q	122500000	-0.06896551724137925	RCC	Loss
chr10	chr6:65000000-70000000	10q	122500000	0	RCC	Gain
chr10	chr6:65000000-70000000	10q	122500000	-0.045454545454545484	Prostate	Loss
chr10	chr6:65000000-70000000	10q	122500000	0.0090909090909091	Prostate	Gain
chr11	chr6:45000000-50000000	11p	7500000	-0.2903225806451613	Bladder	Loss
chr11	chr6:45000000-50000000	11p	7500000	0.010752688172043017	Bladder	Gain
chr11	chr6:45000000-50000000	11p	7500000	-0.011494252873563229	RCC	Loss
chr11	chr6:45000000-50000000	11p	7500000	0.011494252873563229	RCC	Gain
chr11	chr6:45000000-50000000	11p	7500000	-0.00909090909090911	Prostate	Loss
chr11	chr6:45000000-50000000	11p	7500000	0.027272727272727282	Prostate	Gain
chr11	chr6:20000000-25000000	11p	17500000	-0.2795698924731183	Bladder	Loss
chr11	chr6:20000000-25000000	11p	17500000	0.010752688172043017	Bladder	Gain
chr11	chr6:20000000-25000000	11p	17500000	-0.011494252873563229	RCC	Loss
chr11	chr6:20000000-25000000	11p	17500000	0.02298850574712645	RCC	Gain
chr11	chr6:20000000-25000000	11p	17500000	-0	Prostate	Loss
chr11	chr6:20000000-25000000	11p	17500000	0.027272727272727282	Prostate	Gain
chr11	chr6:15000000-20000000	11p	22500000	-0.2580645161290323	Bladder	Loss
chr11	chr6:15000000-20000000	11p	22500000	0.010752688172043017	Bladder	Gain
chr11	chr6:15000000-20000000	11p	22500000	-0.011494252873563229	RCC	Loss
chr11	chr6:15000000-20000000	11p	22500000	0.02298850574712645	RCC	Gain
chr11	chr6:15000000-20000000	11p	22500000	-0	Prostate	Loss
chr11	chr6:15000000-20000000	11p	22500000	0.027272727272727282	Prostate	Gain
chr11	chr6:10000000-15000000	11p	32500000	-0.21505376344086022	Bladder	Loss
chr11	chr6:10000000-15000000	11p	32500000	0.010752688172043017	Bladder	Gain
chr11	chr6:10000000-15000000	11p	32500000	-0.011494252873563229	RCC	Loss
chr11	chr6:10000000-15000000	11p	32500000	0.02298850574712645	RCC	Gain
chr11	chr6:10000000-15000000	11p	32500000	-0	Prostate	Loss
chr11	chr6:10000000-15000000	11p	32500000	0.027272727272727282	Prostate	Gain
chr11	chr6:5000000-10000000	11p	37500000	-0.18279569892473116	Bladder	Loss
chr11	chr6:5000000-10000000	11p	37500000	0.010752688172043017	Bladder	Gain
chr11	chr6:5000000-10000000	11p	37500000	-0.011494252873563229	RCC	Loss
chr11	chr6:5000000-10000000	11p	37500000	0.02298850574712645	RCC	Gain
chr11	chr6:5000000-10000000	11p	37500000	-0	Prostate	Loss
chr11	chr6:5000000-10000000	11p	37500000	0.027272727272727282	Prostate	Gain
chr11	chr5:165000000-170000000	11p	42500000	-0.18279569892473116	Bladder	Loss
chr11	chr5:165000000-170000000	11p	42500000	0.010752688172043017	Bladder	Gain
chr11	chr5:165000000-170000000	11p	42500000	-0.011494252873563229	RCC	Loss
chr11	chr5:165000000-170000000	11p	42500000	0.02298850574712645	RCC	Gain
chr11	chr5:165000000-170000000	11p	42500000	-0.009090909090909108	Prostate	Loss
chr11	chr5:165000000-170000000	11p	42500000	0.027272727272727282	Prostate	Gain
chr11	chr5:140000000-145000000	11p	47500000	-0.10752688172043011	Bladder	Loss
chr11	chr5:140000000-145000000	11p	47500000	0.02150537634408603	Bladder	Gain
chr11	chr5:140000000-145000000	11p	47500000	-0.011494252873563229	RCC	Loss
chr11	chr5:140000000-145000000	11p	47500000	0.02298850574712645	RCC	Gain
chr11	chr5:140000000-145000000	11p	47500000	-0	Prostate	Loss
chr11	chr5:140000000-145000000	11p	47500000	0.018181818181818177	Prostate	Gain
chr11	chr5:125000000-130000000	11q	57500000	-0.010752688172043017	Bladder	Loss
chr11	chr5:125000000-130000000	11q	57500000	0.0967741935483871	Bladder	Gain
chr11	chr5:125000000-130000000	11q	57500000	-0.011494252873563229	RCC	Loss
chr11	chr5:125000000-130000000	11q	57500000	0.02298850574712645	RCC	Gain
chr11	chr5:125000000-130000000	11q	57500000	-0.009090909090909097	Prostate	Loss
chr11	chr5:125000000-130000000	11q	57500000	0.018181818181818177	Prostate	Gain
chr11	chr5:95000000-100000000	11q	67500000	-0.04301075268817205	Bladder	Loss
chr11	chr5:95000000-100000000	11q	67500000	0.0645161290322581	Bladder	Gain
chr11	chr5:95000000-100000000	11q	67500000	-0.011494252873563229	RCC	Loss
chr11	chr5:95000000-100000000	11q	67500000	0.03448275862068965	RCC	Gain
chr11	chr5:95000000-100000000	11q	67500000	-0	Prostate	Loss
chr11	chr5:95000000-100000000	11q	67500000	0.04545454545454546	Prostate	Gain
chr11	chr5:55000000-60000000	11q	82500000	-0.04301075268817206	Bladder	Loss
chr11	chr5:55000000-60000000	11q	82500000	0.0645161290322581	Bladder	Gain
chr11	chr5:55000000-60000000	11q	82500000	-0.022988505747126457	RCC	Loss
chr11	chr5:55000000-60000000	11q	82500000	0.02298850574712645	RCC	Gain
chr11	chr5:55000000-60000000	11q	82500000	-0	Prostate	Loss
chr11	chr5:55000000-60000000	11q	82500000	0.03636363636363635	Prostate	Gain
chr11	chr5:40000000-45000000	11q	87500000	-0.07526881720430109	Bladder	Loss
chr11	chr5:40000000-45000000	11q	87500000	0.0645161290322581	Bladder	Gain
chr11	chr5:40000000-45000000	11q	87500000	-0.022988505747126457	RCC	Loss
chr11	chr5:40000000-45000000	11q	87500000	0.02298850574712645	RCC	Gain
chr11	chr5:40000000-45000000	11q	87500000	-0.009090909090909103	Prostate	Loss
chr11	chr5:40000000-45000000	11q	87500000	0.03636363636363635	Prostate	Gain
chr11	chr5:35000000-40000000	11q	97500000	-0.10752688172043014	Bladder	Loss
chr11	chr5:35000000-40000000	11q	97500000	0.05376344086021508	Bladder	Gain
chr11	chr5:35000000-40000000	11q	97500000	-0.022988505747126457	RCC	Loss
chr11	chr5:35000000-40000000	11q	97500000	0.02298850574712645	RCC	Gain
chr11	chr5:35000000-40000000	11q	97500000	-0.009090909090909103	Prostate	Loss
chr11	chr5:35000000-40000000	11q	97500000	0.03636363636363635	Prostate	Gain
chr11	chr5:10000000-15000000	11q	107500000	-0.0967741935483871	Bladder	Loss
chr11	chr5:10000000-15000000	11q	107500000	0.021505376344086037	Bladder	Gain
chr11	chr5:10000000-15000000	11q	107500000	-0.022988505747126457	RCC	Loss
chr11	chr5:10000000-15000000	11q	107500000	0.02298850574712645	RCC	Gain
chr11	chr5:10000000-15000000	11q	107500000	-0.027272727272727275	Prostate	Loss
chr11	chr5:10000000-15000000	11q	107500000	0.027272727272727285	Prostate	Gain
chr11	chr4:175000000-180000000	11q	112500000	-0.16129032258064516	Bladder	Loss
chr11	chr4:175000000-180000000	11q	112500000	0.021505376344086037	Bladder	Gain
chr11	chr4:175000000-180000000	11q	112500000	-0.022988505747126457	RCC	Loss
chr11	chr4:175000000-180000000	11q	112500000	0.02298850574712645	RCC	Gain
chr11	chr4:175000000-180000000	11q	112500000	-0.027272727272727282	Prostate	Loss
chr11	chr4:175000000-180000000	11q	112500000	0.027272727272727285	Prostate	Gain
chr11	chr4:170000000-175000000	11q	117500000	-0.11827956989247314	Bladder	Loss
chr11	chr4:170000000-175000000	11q	117500000	0.021505376344086037	Bladder	Gain
chr11	chr4:170000000-175000000	11q	117500000	-0.022988505747126457	RCC	Loss
chr11	chr4:170000000-175000000	11q	117500000	0.02298850574712645	RCC	Gain
chr11	chr4:170000000-175000000	11q	117500000	-0.027272727272727282	Prostate	Loss
chr11	chr4:170000000-175000000	11q	117500000	0.027272727272727285	Prostate	Gain
chr11	chr4:155000000-160000000	11q	127500000	-0.11827956989247317	Bladder	Loss
chr11	chr4:155000000-160000000	11q	127500000	0.04301075268817207	Bladder	Gain
chr11	chr4:155000000-160000000	11q	127500000	-0.022988505747126457	RCC	Loss
chr11	chr4:155000000-160000000	11q	127500000	0.02298850574712645	RCC	Gain
chr11	chr4:155000000-160000000	11q	127500000	-0.01818181818181819	Prostate	Loss
chr11	chr4:155000000-160000000	11q	127500000	0.03636363636363635	Prostate	Gain
chr12	chr4:150000000-155000000	12p	12500000	-0.02150537634408603	Bladder	Loss
chr12	chr4:150000000-155000000	12p	12500000	0.11827956989247314	Bladder	Gain
chr12	chr4:150000000-155000000	12p	12500000	-0	RCC	Loss
chr12	chr4:150000000-155000000	12p	12500000	0.1379310344827586	RCC	Gain
chr12	chr4:150000000-155000000	12p	12500000	-0.07272727272727271	Prostate	Loss
chr12	chr4:150000000-155000000	12p	12500000	0.018181818181818177	Prostate	Gain
chr12	chr4:140000000-145000000	12p	17500000	-0.02150537634408603	Bladder	Loss
chr12	chr4:140000000-145000000	12p	17500000	0.10752688172043015	Bladder	Gain
chr12	chr4:140000000-145000000	12p	17500000	-0	RCC	Loss
chr12	chr4:140000000-145000000	12p	17500000	0.14942528735632188	RCC	Gain
chr12	chr4:140000000-145000000	12p	17500000	-0.06363636363636364	Prostate	Loss
chr12	chr4:140000000-145000000	12p	17500000	0.018181818181818177	Prostate	Gain
chr12	chr4:135000000-140000000	12q	47500000	-0.05376344086021507	Bladder	Loss
chr12	chr4:135000000-140000000	12q	47500000	0.07526881720430108	Bladder	Gain
chr12	chr4:135000000-140000000	12q	47500000	-0	RCC	Loss
chr12	chr4:135000000-140000000	12q	47500000	0.12643678160919544	RCC	Gain
chr12	chr4:135000000-140000000	12q	47500000	-0.009090909090909094	Prostate	Loss
chr12	chr4:135000000-140000000	12q	47500000	0.018181818181818177	Prostate	Gain
chr12	chr4:130000000-135000000	12q	52500000	-0.05376344086021507	Bladder	Loss
chr12	chr4:130000000-135000000	12q	52500000	0.0645161290322581	Bladder	Gain
chr12	chr4:130000000-135000000	12q	52500000	-0	RCC	Loss
chr12	chr4:130000000-135000000	12q	52500000	0.12643678160919544	RCC	Gain
chr12	chr4:130000000-135000000	12q	52500000	-0.009090909090909094	Prostate	Loss
chr12	chr4:130000000-135000000	12q	52500000	0.018181818181818177	Prostate	Gain
chr12	chr4:125000000-130000000	12q	57500000	-0.03225806451612905	Bladder	Loss
chr12	chr4:125000000-130000000	12q	57500000	0.07526881720430108	Bladder	Gain
chr12	chr4:125000000-130000000	12q	57500000	-0	RCC	Loss
chr12	chr4:125000000-130000000	12q	57500000	0.1379310344827586	RCC	Gain
chr12	chr4:125000000-130000000	12q	57500000	-0.009090909090909094	Prostate	Loss
chr12	chr4:125000000-130000000	12q	57500000	0.027272727272727285	Prostate	Gain
chr12	chr4:120000000-125000000	12q	72500000	-0.03225806451612905	Bladder	Loss
chr12	chr4:120000000-125000000	12q	72500000	0.07526881720430108	Bladder	Gain
chr12	chr4:120000000-125000000	12q	72500000	-0	RCC	Loss
chr12	chr4:120000000-125000000	12q	72500000	0.1379310344827586	RCC	Gain
chr12	chr4:120000000-125000000	12q	72500000	-0	Prostate	Loss
chr12	chr4:120000000-125000000	12q	72500000	0.036363636363636355	Prostate	Gain
chr12	chr4:110000000-115000000	12q	77500000	-0.06451612903225812	Bladder	Loss
chr12	chr4:110000000-115000000	12q	77500000	0.07526881720430108	Bladder	Gain
chr12	chr4:110000000-115000000	12q	77500000	-0	RCC	Loss
chr12	chr4:110000000-115000000	12q	77500000	0.1379310344827586	RCC	Gain
chr12	chr4:110000000-115000000	12q	77500000	-0.009090909090909096	Prostate	Loss
chr12	chr4:110000000-115000000	12q	77500000	0.036363636363636355	Prostate	Gain
chr12	chr4:105000000-110000000	12q	82500000	-0.06451612903225812	Bladder	Loss
chr12	chr4:105000000-110000000	12q	82500000	0.07526881720430108	Bladder	Gain
chr12	chr4:105000000-110000000	12q	82500000	-0	RCC	Loss
chr12	chr4:105000000-110000000	12q	82500000	0.1379310344827586	RCC	Gain
chr12	chr4:105000000-110000000	12q	82500000	-0	Prostate	Loss
chr12	chr4:105000000-110000000	12q	82500000	0.036363636363636355	Prostate	Gain
chr12	chr4:100000000-105000000	12q	87500000	-0.0752688172043011	Bladder	Loss
chr12	chr4:100000000-105000000	12q	87500000	0.07526881720430108	Bladder	Gain
chr12	chr4:100000000-105000000	12q	87500000	-0	RCC	Loss
chr12	chr4:100000000-105000000	12q	87500000	0.1379310344827586	RCC	Gain
chr12	chr4:100000000-105000000	12q	87500000	-0	Prostate	Loss
chr12	chr4:100000000-105000000	12q	87500000	0.04545454545454547	Prostate	Gain
chr12	chr4:95000000-100000000	12q	92500000	-0.0752688172043011	Bladder	Loss
chr12	chr4:95000000-100000000	12q	92500000	0.0645161290322581	Bladder	Gain
chr12	chr4:95000000-100000000	12q	92500000	-0	RCC	Loss
chr12	chr4:95000000-100000000	12q	92500000	0.1379310344827586	RCC	Gain
chr12	chr4:95000000-100000000	12q	92500000	-0	Prostate	Loss
chr12	chr4:95000000-100000000	12q	92500000	0.04545454545454547	Prostate	Gain
chr12	chr4:90000000-95000000	12q	97500000	-0.06451612903225812	Bladder	Loss
chr12	chr4:90000000-95000000	12q	97500000	0.0645161290322581	Bladder	Gain
chr12	chr4:90000000-95000000	12q	97500000	-0	RCC	Loss
chr12	chr4:90000000-95000000	12q	97500000	0.1379310344827586	RCC	Gain
chr12	chr4:90000000-95000000	12q	97500000	-0.00909090909090911	Prostate	Loss
chr12	chr4:90000000-95000000	12q	97500000	0.05454545454545454	Prostate	Gain
chr12	chr4:85000000-90000000	12q	107500000	-0.06451612903225812	Bladder	Loss
chr12	chr4:85000000-90000000	12q	107500000	0.08602150537634408	Bladder	Gain
chr12	chr4:85000000-90000000	12q	107500000	-0	RCC	Loss
chr12	chr4:85000000-90000000	12q	107500000	0.1379310344827586	RCC	Gain
chr12	chr4:85000000-90000000	12q	107500000	-0.00909090909090911	Prostate	Loss
chr12	chr4:85000000-90000000	12q	107500000	0.04545454545454548	Prostate	Gain
chr12	chr4:80000000-85000000	12q	117500000	-0.04301075268817206	Bladder	Loss
chr12	chr4:80000000-85000000	12q	117500000	0.07526881720430108	Bladder	Gain
chr12	chr4:80000000-85000000	12q	117500000	-0	RCC	Loss
chr12	chr4:80000000-85000000	12q	117500000	0.1379310344827586	RCC	Gain
chr12	chr4:80000000-85000000	12q	117500000	-0.00909090909090911	Prostate	Loss
chr12	chr4:80000000-85000000	12q	117500000	0.027272727272727285	Prostate	Gain
chr12	chr4:70000000-75000000	12q	127500000	-0.0752688172043011	Bladder	Loss
chr12	chr4:70000000-75000000	12q	127500000	0.0645161290322581	Bladder	Gain
chr12	chr4:70000000-75000000	12q	127500000	-0	RCC	Loss
chr12	chr4:70000000-75000000	12q	127500000	0.1379310344827586	RCC	Gain
chr12	chr4:70000000-75000000	12q	127500000	-0.027272727272727254	Prostate	Loss
chr12	chr4:70000000-75000000	12q	127500000	0.018181818181818177	Prostate	Gain
chr13	chr4:65000000-70000000	13q	22500000	-0.04301075268817206	Bladder	Loss
chr13	chr4:65000000-70000000	13q	22500000	0.10752688172043012	Bladder	Gain
chr13	chr4:65000000-70000000	13q	22500000	-0.03448275862068964	RCC	Loss
chr13	chr4:65000000-70000000	13q	22500000	0.022988505747126457	RCC	Gain
chr13	chr4:65000000-70000000	13q	22500000	-0.027272727272727282	Prostate	Loss
chr13	chr4:65000000-70000000	13q	22500000	0.009090909090909115	Prostate	Gain
chr13	chr4:60000000-65000000	13q	27500000	-0.032258064516129045	Bladder	Loss
chr13	chr4:60000000-65000000	13q	27500000	0.12903225806451618	Bladder	Gain
chr13	chr4:60000000-65000000	13q	27500000	-0.04597701149425292	RCC	Loss
chr13	chr4:60000000-65000000	13q	27500000	0.022988505747126457	RCC	Gain
chr13	chr4:60000000-65000000	13q	27500000	-0.027272727272727282	Prostate	Loss
chr13	chr4:60000000-65000000	13q	27500000	0	Prostate	Gain
chr13	chr4:35000000-40000000	13q	32500000	-0.032258064516129045	Bladder	Loss
chr13	chr4:35000000-40000000	13q	32500000	0.09677419354838712	Bladder	Gain
chr13	chr4:35000000-40000000	13q	32500000	-0.04597701149425292	RCC	Loss
chr13	chr4:35000000-40000000	13q	32500000	0.022988505747126457	RCC	Gain
chr13	chr4:35000000-40000000	13q	32500000	-0.027272727272727282	Prostate	Loss
chr13	chr4:35000000-40000000	13q	32500000	0.0090909090909091	Prostate	Gain
chr13	chr4:30000000-35000000	13q	37500000	-0.06451612903225809	Bladder	Loss
chr13	chr4:30000000-35000000	13q	37500000	0.08602150537634412	Bladder	Gain
chr13	chr4:30000000-35000000	13q	37500000	-0.05747126436781607	RCC	Loss
chr13	chr4:30000000-35000000	13q	37500000	0.022988505747126457	RCC	Gain
chr13	chr4:30000000-35000000	13q	37500000	-0.05454545454545455	Prostate	Loss
